,Hours,Content Adgroup,Content,ContentID,ContentType,ContentSite,Adgroup,Adgroup Name,Adgroup Type,SEM Keyword,Keyword,KeywordType,Campaign Clicks,Order Value,Visitors,New Visitors,Bounces,Entry Rate %,Exit Rate %,OP Visits w Catalogue %,OP Visits w Search %,OP Visits w Product %,OP Visits w step Cart %,Campaign Lifecycle Contacts
0,0,Sitelinks,Sitelinks,Sitelinks,NA,NA,NA,NA,NA,-1,NA,NA,98,-1.0,57,34,16,82.76,55.17,98.28,8.62,5.17,5.17,-1
1,0,Sitelinks,Sitelinks,Sitelinks,NA,NA,NA,NA,NA,-1,NA,NA,-1,224000.0,-1,-1,-1,0,0,0,0,0,0,1
2,0,[B_060070]: Nike {ID},B_060070,B_060070,NA,NA,Nike,Nike,NA,nike (Exact),nike ,Exact,24,-1.0,19,14,2,78.95,15.79,100,0,10.53,0,-1
3,0,[B_060070]: Nike {ID},B_060070,B_060070,NA,NA,Nike,Nike,NA,-1,NA,NA,14,-1.0,12,9,8,100,75,100,0,0,0,-1
4,0,[B_060070]: Nike {ID},B_060070,B_060070,NA,NA,Nike,Nike,NA,nike (Phrase),nike ,Phrase,15,-1.0,13,8,5,84.62,69.23,100,0,0,0,-1
5,0,[B_060070]: Nike {ID},B_060070,B_060070,NA,NA,Nike,Nike,NA,-1,NA,NA,7,-1.0,3,2,1,100,66.67,100,0,33.33,0,-1
6,0,[B_060070]: Nike {ID},B_060070,B_060070,NA,NA,Nike,Nike,NA,nike shop (Exact),nike shop ,Exact,2,-1.0,2,2,1,100,50,100,0,0,0,-1
7,0,[B_060070]: Nike {ID},B_060070,B_060070,NA,NA,Nike,Nike,NA,nike ori (Exact),nike ori ,Exact,1,-1.0,1,0,0,100,0,100,0,0,0,-1
8,0,[B_060603]: Adidas {ID},B_060603,B_060603,NA,NA,Adidas,Adidas,NA,adidas (Exact),adidas ,Exact,25,-1.0,22,13,8,77.27,54.55,100,4.55,0,0,-1
9,0,[B_060603]: Adidas {ID},B_060603,B_060603,NA,NA,Adidas,Adidas,NA,adidas (Phrase),adidas ,Phrase,16,-1.0,16,12,7,87.5,43.75,100,0,0,0,-1
10,0,[B_060603]: Adidas {ID},B_060603,B_060603,NA,NA,Adidas,Adidas,NA,+adidas (Broad),adidas ,Broad,6,-1.0,4,2,1,75,75,100,25,0,0,-1
11,0,[B_060603]: Adidas {ID},B_060603,B_060603,NA,NA,Adidas,Adidas,NA,adidas originals (Exact),adidas originals ,Exact,5,-1.0,3,2,0,66.67,0,100,33.33,0,0,-1
12,0,[B_063279]: Hello Kitty {ID},B_063279,B_063279,NA,NA,Hello Kitty,Hello Kitty,NA,+Hello +Kitty (Broad),hello kitty ,Broad,37,-1.0,36,23,23,91.67,72.22,100,11.11,0,0,-1
13,0,[B_063279]: Hello Kitty {ID},B_063279,B_063279,NA,NA,Hello Kitty,Hello Kitty,NA,Hello Kitty (Exact),hello kitty ,Exact,1,-1.0,1,0,0,0,100,100,0,0,0,-1
14,0,[B_063334]: Macbeth {ID},B_063334,B_063334,NA,NA,Macbeth,Macbeth,NA,+Macbeth (Broad),macbeth ,Broad,25,-1.0,17,10,6,82.35,52.94,100,11.76,11.76,0,-1
15,0,[B_063334]: Macbeth {ID},B_063334,B_063334,NA,NA,Macbeth,Macbeth,NA,Macbeth (Exact),macbeth ,Exact,17,-1.0,13,7,5,92.31,38.46,100,15.38,15.38,15.38,-1
16,0,[B_060603|geo_01]: Adidas indonesia {ID},B_060603|geo_01,B_060603,geo_01,NA,Adidas indonesia,Adidas indonesia,NA,adidas indonesia (Broad),adidas indonesia ,Broad,20,-1.0,14,9,4,78.57,64.29,100,0,7.14,0,-1
17,0,[B_060603|geo_01]: Adidas indonesia {ID},B_060603|geo_01,B_060603,geo_01,NA,Adidas indonesia,Adidas indonesia,NA,adidas indonesia (Exact),adidas indonesia ,Exact,13,-1.0,11,9,1,81.82,36.36,100,18.18,0,0,-1
18,0,[B_060603|geo_01]: Adidas indonesia {ID},B_060603|geo_01,B_060603,geo_01,NA,Adidas indonesia,Adidas indonesia,NA,+adidas +indonesia (Broad),adidas indonesia ,Broad,7,-1.0,2,1,0,100,50,100,0,0,0,-1
19,0,[B_060603|geo_01]: Adidas indonesia {ID},B_060603|geo_01,B_060603,geo_01,NA,Adidas indonesia,Adidas indonesia,NA,adidas indonesia (Phrase),adidas indonesia ,Phrase,2,-1.0,2,0,0,50,50,100,50,0,0,-1
20,0,[B_060603|geo_01]: Adidas indonesia {ID},B_060603|geo_01,B_060603,geo_01,NA,Adidas indonesia,Adidas indonesia,NA,adidas online store indonesia (Exact),adidas online store indonesia ,Exact,1,-1.0,1,1,0,100,0,100,100,0,0,-1
21,0,[B_060603|geo_01]: Adidas indonesia {ID},B_060603|geo_01,B_060603,geo_01,NA,Adidas indonesia,Adidas indonesia,NA,adidas indonesia online store (Exact),adidas indonesia online store ,Exact,1,-1.0,1,1,0,100,0,100,100,0,0,-1
22,0,[B_060603|geo_01]: Adidas indonesia {ID},B_060603|geo_01,B_060603,geo_01,NA,Adidas indonesia,Adidas indonesia,NA,adidas indonesia store (Exact),adidas indonesia store ,Exact,1,-1.0,1,1,0,0,100,100,0,0,0,-1
23,0,[B_060070]: Nike {ID} (Mobile),B_060070,B_060070,NA,NA,Nike (Mobile),Nike,Mobile,nike (Phrase),nike ,Phrase,23,-1.0,19,18,9,100,63.16,100,26.32,0,0,-1
24,0,[B_060070]: Nike {ID} (Mobile),B_060070,B_060070,NA,NA,Nike (Mobile),Nike,Mobile,nike (Exact),nike ,Exact,2,-1.0,2,1,2,100,100,100,0,0,0,-1
25,0,[B_060070]: Nike {ID} (Mobile),B_060070,B_060070,NA,NA,Nike (Mobile),Nike,Mobile,www nike com (Exact),www nike com ,Exact,2,-1.0,1,0,0,0,100,100,0,0,0,-1
26,0,[B_060973]: Oakley {ID},B_060973,B_060973,NA,NA,Oakley,Oakley,NA,+oakley (Broad),oakley ,Broad,15,-1.0,13,8,3,92.31,38.46,100,7.69,0,0,-1
27,0,[B_060973]: Oakley {ID},B_060973,B_060973,NA,NA,Oakley,Oakley,NA,oakley (Exact),oakley ,Exact,14,-1.0,9,7,3,80,70,100,0,0,0,-1
28,0,[B_060070|geo_01]: Nike indonesia {ID},B_060070|geo_01,B_060070,geo_01,NA,Nike indonesia,Nike indonesia,NA,-1,NA,NA,23,-1.0,18,10,8,88.89,72.22,100,5.56,0,0,-1
29,0,[B_060070|geo_01]: Nike indonesia {ID},B_060070|geo_01,B_060070,geo_01,NA,Nike indonesia,Nike indonesia,NA,nike indonesia store (Exact),nike indonesia store ,Exact,1,-1.0,1,1,1,100,100,100,0,0,0,-1
30,0,[B_060070|geo_01]: Nike indonesia {ID},B_060070|geo_01,B_060070,geo_01,NA,Nike indonesia,Nike indonesia,NA,nike store indonesia (Exact),nike store indonesia ,Exact,2,-1.0,1,1,0,100,0,100,0,0,0,-1
31,0,[B_063207]: Converse {ID} (Test),B_063207,B_063207,NA,NA,Converse (Test),Converse,Test,converse (Phrase),converse ,Phrase,12,-1.0,10,6,5,80,80,100,0,0,0,-1
32,0,[B_063207]: Converse {ID} (Test),B_063207,B_063207,NA,NA,Converse (Test),Converse,Test,+converse (Broad),converse ,Broad,10,-1.0,9,5,2,55.56,33.33,100,33.33,0,0,-1
33,0,[B_063207]: Converse {ID} (Test),B_063207,B_063207,NA,NA,Converse (Test),Converse,Test,converse original (Exact),converse original ,Exact,5,-1.0,4,1,1,75,50,100,25,0,0,-1
34,0,[B_063207]: Converse {ID} (Test),B_063207,B_063207,NA,NA,Converse (Test),Converse,Test,converse original (Phrase),converse original ,Phrase,3,-1.0,2,2,0,50,50,100,0,0,0,-1
35,0,[B_063207]: Converse {ID} (Test),B_063207,B_063207,NA,NA,Converse (Test),Converse,Test,converse (Broad),converse ,Broad,1,-1.0,1,1,0,0,0,100,0,0,0,-1
36,0,[B_063207]: Converse {ID} (Test),B_063207,B_063207,NA,NA,Converse (Test),Converse,Test,harga converse (Exact),harga converse ,Exact,1,-1.0,1,0,0,0,0,100,0,0,0,-1
37,0,[B_061354]: Rip Curl {ID},B_061354,B_061354,NA,NA,Rip Curl,Rip Curl,NA,+rip +curl (Broad),rip curl ,Broad,13,-1.0,12,9,5,83.33,58.33,100,0,0,8.33,-1
38,0,[B_061354]: Rip Curl {ID},B_061354,B_061354,NA,NA,Rip Curl,Rip Curl,NA,rip curl (Exact),rip curl ,Exact,5,-1.0,4,2,1,100,50,100,0,0,0,-1
39,0,[B_063348]: Charles And Keith {ID} (Test),B_063348,B_063348,NA,NA,Charles And Keith (Test),Charles And Keith,Test,+charles +and +keith (Broad),charles and keith ,Broad,11,-1.0,10,6,5,100,60,100,10,0,0,-1
40,0,[B_063348]: Charles And Keith {ID} (Test),B_063348,B_063348,NA,NA,Charles And Keith (Test),Charles And Keith,Test,charles and keith (Exact),charles and keith ,Exact,3,-1.0,3,3,2,100,66.67,100,0,0,0,-1
41,0,[B_063208|geo_01]: Vans indonesia {ID} (Test),B_063208|geo_01,B_063208,geo_01,NA,Vans indonesia (Test),Vans indonesia,Test,vans indonesia (Broad),vans indonesia ,Broad,7,-1.0,6,5,0,66.67,33.33,100,33.33,0,0,-1
42,0,[B_063208|geo_01]: Vans indonesia {ID} (Test),B_063208|geo_01,B_063208,geo_01,NA,Vans indonesia (Test),Vans indonesia,Test,vans indonesia (Exact),vans indonesia ,Exact,5,-1.0,3,3,1,100,66.67,100,33.33,0,0,-1
43,0,[B_063208|geo_01]: Vans indonesia {ID} (Test),B_063208|geo_01,B_063208,geo_01,NA,Vans indonesia (Test),Vans indonesia,Test,+vans +indonesia (Broad),vans indonesia ,Broad,3,-1.0,3,1,2,100,66.67,100,0,0,0,-1
44,0,[B_063208|geo_01]: Vans indonesia {ID} (Test),B_063208|geo_01,B_063208,geo_01,NA,Vans indonesia (Test),Vans indonesia,Test,vans store indonesia (Exact),vans store indonesia ,Exact,1,-1.0,1,1,1,100,100,100,0,0,0,-1
45,0,[B_063208|geo_01]: Vans indonesia {ID} (Test),B_063208|geo_01,B_063208,geo_01,NA,Vans indonesia (Test),Vans indonesia,Test,vans indonesia store (Exact),vans indonesia store ,Exact,1,-1.0,1,0,0,100,0,100,0,0,0,-1
46,0,[B_063208|geo_01]: Vans indonesia {ID} (Test),B_063208|geo_01,B_063208,geo_01,NA,Vans indonesia (Test),Vans indonesia,Test,+vans +di +indonesia (Broad),vans di indonesia ,Broad,1,-1.0,1,0,0,0,0,100,0,0,0,-1
47,0,[B_060603|geo_01]: Adidas indonesia {ID} (Mobile),B_060603|geo_01,B_060603,geo_01,NA,Adidas indonesia (Mobile),Adidas indonesia,Mobile,adidas indonesia (Broad),adidas indonesia ,Broad,22,-1.0,12,10,6,91.67,50,100,0,0,0,-1
48,0,[B_060603|geo_01]: Adidas indonesia {ID} (Mobile),B_060603|geo_01,B_060603,geo_01,NA,Adidas indonesia (Mobile),Adidas indonesia,Mobile,+adidas +di +indonesia (Broad),adidas di indonesia ,Broad,1,-1.0,1,1,0,100,0,100,0,0,0,-1
49,0,[B_063207|geo_01]: Converse indonesia {ID} (Test),B_063207|geo_01,B_063207,geo_01,NA,Converse indonesia (Test),Converse indonesia,Test,converse indonesia (Exact),converse indonesia ,Exact,10,-1.0,10,3,2,70,30,100,0,0,0,-1
50,0,[B_063207|geo_01]: Converse indonesia {ID} (Test),B_063207|geo_01,B_063207,geo_01,NA,Converse indonesia (Test),Converse indonesia,Test,+converse +indonesia (Broad),converse indonesia ,Broad,5,-1.0,3,3,0,66.67,66.67,100,33.33,0,0,-1
51,0,[B_063207|geo_01]: Converse indonesia {ID} (Test),B_063207|geo_01,B_063207,geo_01,NA,Converse indonesia (Test),Converse indonesia,Test,converse indonesia online shop (Exact),converse indonesia online shop ,Exact,3,-1.0,2,1,1,50,50,100,0,0,0,-1
52,0,[B_063349]: Pull And Bear {ID} (Test),B_063349,B_063349,NA,NA,Pull And Bear (Test),Pull And Bear,Test,+pull +and +bear (Broad),pull and bear ,Broad,9,-1.0,8,6,3,87.5,50,100,12.5,0,0,-1
53,0,[B_063349]: Pull And Bear {ID} (Test),B_063349,B_063349,NA,NA,Pull And Bear (Test),Pull And Bear,Test,pull and bear (Exact),pull and bear ,Exact,4,-1.0,3,1,1,100,66.67,100,0,0,0,-1
54,0,[B_063228]: Guess {ID},B_063228,B_063228,NA,NA,Guess,Guess,NA,+Guess (Broad),guess ,Broad,6,-1.0,5,3,1,100,40,100,0,0,0,-1
55,0,[B_063228]: Guess {ID},B_063228,B_063228,NA,NA,Guess,Guess,NA,Guess (Exact),guess ,Exact,3,-1.0,3,3,1,100,33.33,100,0,0,0,-1
56,0,[B_063228]: Guess {ID},B_063228,B_063228,NA,NA,Guess,Guess,NA,Guess (Broad),guess ,Broad,4,-1.0,2,0,0,100,100,100,50,0,0,-1
57,0,[B_061808]: The Face Shop {ID},B_061808,B_061808,NA,NA,The Face Shop,The Face Shop,NA,face shop indonesia (Broad),face shop indonesia ,Broad,2,-1.0,2,2,1,100,50,100,0,0,0,-1
58,0,[B_061808]: The Face Shop {ID},B_061808,B_061808,NA,NA,The Face Shop,The Face Shop,NA,the face shop indonesia (Broad),the face shop indonesia ,Broad,2,-1.0,2,1,0,100,0,100,50,0,0,-1
59,0,[B_061808]: The Face Shop {ID},B_061808,B_061808,NA,NA,The Face Shop,The Face Shop,NA,face shop (Phrase),face shop ,Phrase,2,-1.0,2,0,0,100,0,100,100,0,0,-1
60,0,[B_061808]: The Face Shop {ID},B_061808,B_061808,NA,NA,The Face Shop,The Face Shop,NA,faceshop (Exact),faceshop ,Exact,1,-1.0,1,1,1,100,100,100,0,0,0,-1
61,0,[B_061808]: The Face Shop {ID},B_061808,B_061808,NA,NA,The Face Shop,The Face Shop,NA,face shop (Exact),face shop ,Exact,1,-1.0,1,1,0,100,0,100,100,0,0,-1
62,0,[B_061808]: The Face Shop {ID},B_061808,B_061808,NA,NA,The Face Shop,The Face Shop,NA,+the +face +shop (Broad),the face shop ,Broad,1,-1.0,1,0,0,100,0,100,0,0,0,-1
63,0,[B_061808]: The Face Shop {ID},B_061808,B_061808,NA,NA,The Face Shop,The Face Shop,NA,the face shop (Exact),the face shop ,Exact,1,-1.0,1,0,0,100,0,100,0,0,0,-1
64,0,[B_063353]: Nine West {ID} (Test),B_063353,B_063353,NA,NA,Nine West (Test),Nine West,Test,+nine +west (Broad),nine west ,Broad,6,-1.0,6,2,2,83.33,50,100,0,0,0,-1
65,0,[B_063353]: Nine West {ID} (Test),B_063353,B_063353,NA,NA,Nine West (Test),Nine West,Test,nine west (Exact),nine west ,Exact,5,-1.0,4,3,2,100,75,100,0,0,0,-1
66,0,[B_063209|geo_01]: Fossil indonesia {ID} (Test),B_063209|geo_01,B_063209,geo_01,NA,Fossil indonesia (Test),Fossil indonesia,Test,fossil indonesia (Exact),fossil indonesia ,Exact,8,496510.52,8,4,2,87.5,37.5,100,12.5,0,0,1
67,0,[B_063209|geo_01]: Fossil indonesia {ID} (Test),B_063209|geo_01,B_063209,geo_01,NA,Fossil indonesia (Test),Fossil indonesia,Test,fossil indonesia (Broad),fossil indonesia ,Broad,3,-1.0,2,1,0,100,50,100,100,0,0,-1
68,0,[B_061717]: Lazaro {ID},B_061717,B_061717,NA,NA,Lazaro,Lazaro,NA,lazaro (Exact),lazaro ,Exact,5,-1.0,5,4,2,80,40,100,0,0,0,-1
69,0,[B_061717]: Lazaro {ID},B_061717,B_061717,NA,NA,Lazaro,Lazaro,NA,lazaro (Broad),lazaro ,Broad,3,-1.0,3,3,0,100,0,100,0,0,0,-1
70,0,[B_061717]: Lazaro {ID},B_061717,B_061717,NA,NA,Lazaro,Lazaro,NA,lazaro (Phrase),lazaro ,Phrase,2,-1.0,1,1,0,100,0,100,0,0,0,-1
71,0,[B_060070]: Nike {ID} (Tablet),B_060070,B_060070,NA,NA,Nike (Tablet),Nike,Tablet,-1,NA,NA,6,-1.0,4,1,1,100,25,100,25,0,0,-1
72,0,[B_060070]: Nike {ID} (Tablet),B_060070,B_060070,NA,NA,Nike (Tablet),Nike,Tablet,-1,NA,NA,2,-1.0,2,0,1,100,50,100,0,0,0,-1
73,0,[B_060070]: Nike {ID} (Tablet),B_060070,B_060070,NA,NA,Nike (Tablet),Nike,Tablet,-1,NA,NA,3,-1.0,1,1,0,100,100,100,100,0,0,-1
74,0,[B_060070]: Nike {ID} (Tablet),B_060070,B_060070,NA,NA,Nike (Tablet),Nike,Tablet,-1,NA,NA,1,-1.0,1,0,1,100,100,100,0,0,0,-1
75,0,[B_063334|geo_01]: Macbeth indonesia {ID},B_063334|geo_01,B_063334,geo_01,NA,Macbeth indonesia,Macbeth indonesia,NA,+Macbeth +indonesia (Broad),macbeth indonesia ,Broad,10,-1.0,8,7,4,87.5,87.5,100,25,12.5,0,-1
76,0,[B_063207]: Converse {ID} (Test) (Mobile),B_063207,B_063207,NA,NA,Converse (Test) (Mobile),Converse,Test,+converse (Broad),converse ,Broad,8,-1.0,6,5,2,83.33,66.67,100,50,0,0,-1
77,0,[B_063207]: Converse {ID} (Test) (Mobile),B_063207,B_063207,NA,NA,Converse (Test) (Mobile),Converse,Test,converse (Exact),converse ,Exact,4,-1.0,2,1,0,50,50,100,50,0,0,-1
78,0,[B_063207]: Converse {ID} (Test) (Mobile),B_063207,B_063207,NA,NA,Converse (Test) (Mobile),Converse,Test,converse original (Exact),converse original ,Exact,1,-1.0,1,1,1,100,100,100,0,0,0,-1
79,0,[B_060070|att_01]: Nike collection {ID},B_060070|att_01,B_060070,att_01,NA,Nike collection,Nike collection,NA,nike futsal (Exact),nike futsal ,Exact,6,-1.0,5,4,1,80,40,100,20,0,0,-1
80,0,[B_060070|att_01]: Nike collection {ID},B_060070|att_01,B_060070,att_01,NA,Nike collection,Nike collection,NA,nike football (Exact),nike football ,Exact,2,-1.0,2,2,1,100,50,100,0,0,0,-1
81,0,[B_060070|att_01]: Nike collection {ID},B_060070|att_01,B_060070,att_01,NA,Nike collection,Nike collection,NA,jersey nike (Exact),jersey nike ,Exact,1,-1.0,1,1,1,100,100,100,0,0,0,-1
82,0,[B_063202]: Reebok {ID} (Test),B_063202,B_063202,NA,NA,Reebok (Test),Reebok,Test,+reebok (Broad),reebok ,Broad,9,-1.0,7,4,1,85.71,42.86,100,0,0,0,-1
83,0,[B_063202]: Reebok {ID} (Test),B_063202,B_063202,NA,NA,Reebok (Test),Reebok,Test,reebok (Exact),reebok ,Exact,1,-1.0,1,1,1,100,100,100,0,0,0,-1
84,0,[B_060236]: Volcom {ID},B_060236,B_060236,NA,NA,Volcom,Volcom,NA,volcom (Exact),volcom ,Exact,8,-1.0,7,7,1,85.71,14.29,100,0,0,0,-1
85,0,[B_060236]: Volcom {ID},B_060236,B_060236,NA,NA,Volcom,Volcom,NA,volcom (Phrase),volcom ,Phrase,2,-1.0,1,0,0,100,100,100,0,0,0,-1
86,0,[B_063208]: Vans {ID} (Test),B_063208,B_063208,NA,NA,Vans (Test),Vans,Test,vans (Phrase),vans ,Phrase,6,-1.0,3,2,2,100,66.67,100,0,0,0,-1
87,0,[B_063208]: Vans {ID} (Test),B_063208,B_063208,NA,NA,Vans (Test),Vans,Test,+vans (Broad),vans ,Broad,6,-1.0,2,1,1,100,100,100,0,0,0,-1
88,0,[B_063208]: Vans {ID} (Test),B_063208,B_063208,NA,NA,Vans (Test),Vans,Test,vans (Exact),vans ,Exact,2,-1.0,2,2,0,100,0,100,0,0,0,-1
89,0,[B_063208]: Vans {ID} (Test) (Mobile),B_063208,B_063208,NA,NA,Vans (Test) (Mobile),Vans,Test,vans (Exact),vans ,Exact,6,-1.0,4,2,1,100,50,100,25,0,0,-1
90,0,[B_063208]: Vans {ID} (Test) (Mobile),B_063208,B_063208,NA,NA,Vans (Test) (Mobile),Vans,Test,+vans (Broad),vans ,Broad,3,-1.0,3,1,2,100,66.67,100,33.33,0,0,-1
91,0,[B_060666]: Skin Food {ID},B_060666,B_060666,NA,NA,Skin Food,Skin Food,NA,skin food (Exact),skin food ,Exact,3,-1.0,2,2,0,100,50,100,0,0,0,-1
92,0,[B_060666]: Skin Food {ID},B_060666,B_060666,NA,NA,Skin Food,Skin Food,NA,skinfood (Phrase),skinfood ,Phrase,3,-1.0,2,1,0,100,50,100,0,0,0,-1
93,0,[B_060666]: Skin Food {ID},B_060666,B_060666,NA,NA,Skin Food,Skin Food,NA,+skin +food (Broad),skin food ,Broad,1,-1.0,1,0,1,100,100,100,0,0,0,-1
94,0,[B_060666]: Skin Food {ID},B_060666,B_060666,NA,NA,Skin Food,Skin Food,NA,skinfood (Exact),skinfood ,Exact,1,-1.0,1,1,0,100,0,100,0,0,0,-1
95,0,[B_060666]: Skin Food {ID},B_060666,B_060666,NA,NA,Skin Food,Skin Food,NA,+skinfood (Broad),skinfood ,Broad,1,-1.0,1,0,0,100,0,100,100,0,0,-1
96,0,[B_060218]: Havaianas {ID},B_060218,B_060218,NA,NA,Havaianas,Havaianas,NA,havaianas (Exact),havaianas ,Exact,7,-1.0,5,2,1,100,40,100,0,0,0,-1
97,0,[B_060218]: Havaianas {ID},B_060218,B_060218,NA,NA,Havaianas,Havaianas,NA,havaianas (Phrase),havaianas ,Phrase,2,-1.0,2,1,1,100,50,100,0,0,0,-1
98,0,[B_060070|geo_01]: Nike indonesia {ID} (Tablet),B_060070|geo_01,B_060070,geo_01,NA,Nike indonesia (Tablet),Nike indonesia,Tablet,-1,NA,NA,11,-1.0,8,4,4,75,75,100,25,0,0,-1
99,0,[B_060070|eco_02]: Nike online shop {ID},B_060070|eco_02,B_060070,eco_02,NA,Nike online shop,Nike online shop,NA,nike store (Exact),nike store ,Exact,8,-1.0,6,6,3,83.33,66.67,100,16.67,0,0,-1
100,0,[B_060070|eco_02]: Nike online shop {ID},B_060070|eco_02,B_060070,eco_02,NA,Nike online shop,Nike online shop,NA,+toko +online +nike (Broad),toko online nike ,Broad,3,-1.0,1,1,0,100,0,100,0,100,0,-1
101,0,[B_063200]: Monkee Genes {ID},B_063200,B_063200,NA,NA,Monkee Genes,Monkee Genes,NA,monkee genes (Exact),monkee genes ,Exact,9,-1.0,6,2,4,100,83.33,100,0,16.67,0,-1
102,0,[B_063351]: Yongki Komaladi {ID} (Test),B_063351,B_063351,NA,NA,Yongki Komaladi (Test),Yongki Komaladi,Test,yongki komaladi (Exact),yongki komaladi ,Exact,8,-1.0,6,2,2,50,66.67,100,16.67,0,0,-1
103,0,[B_063351]: Yongki Komaladi {ID} (Test),B_063351,B_063351,NA,NA,Yongki Komaladi (Test),Yongki Komaladi,Test,+yongki +komaladi (Broad),yongki komaladi ,Broad,13,-1.0,9,7,0,22.22,22.22,100,0,0,0,-1
104,0,[B_060624]: Rayban {ID},B_060624,B_060624,NA,NA,Rayban,Rayban,NA,+rayban (Broad),rayban ,Broad,2,-1.0,2,1,2,100,100,100,0,0,0,-1
105,0,[B_060624]: Rayban {ID},B_060624,B_060624,NA,NA,Rayban,Rayban,NA,ray ban (Exact),ray ban ,Exact,2,-1.0,2,2,1,50,100,50,0,50,0,-1
106,0,[B_060624]: Rayban {ID},B_060624,B_060624,NA,NA,Rayban,Rayban,NA,ray ban (Broad),ray ban ,Broad,2,-1.0,1,0,0,100,100,100,0,0,0,-1
107,0,[B_060624]: Rayban {ID},B_060624,B_060624,NA,NA,Rayban,Rayban,NA,rayban (Phrase),rayban ,Phrase,1,-1.0,1,1,0,100,0,100,0,0,0,-1
108,0,[B_060624]: Rayban {ID},B_060624,B_060624,NA,NA,Rayban,Rayban,NA,ray ban (Phrase),ray ban ,Phrase,1,-1.0,1,1,0,0,100,100,0,0,0,-1
109,0,[B_063209]: Fossil {ID} (Test),B_063209,B_063209,NA,NA,Fossil (Test),Fossil,Test,fossil (Phrase),fossil ,Phrase,2,-1.0,2,1,2,100,100,100,0,0,0,-1
110,0,[B_063209]: Fossil {ID} (Test),B_063209,B_063209,NA,NA,Fossil (Test),Fossil,Test,+fossil (Broad),fossil ,Broad,2,-1.0,2,1,0,100,0,100,50,0,0,-1
111,0,[B_063209]: Fossil {ID} (Test),B_063209,B_063209,NA,NA,Fossil (Test),Fossil,Test,fossil (Exact),fossil ,Exact,3,-1.0,3,1,1,33.33,66.67,100,33.33,0,0,-1
112,0,[B_061354|geo_01]: Rip Curl indonesia {ID},B_061354|geo_01,B_061354,geo_01,NA,Rip Curl indonesia,Rip Curl indonesia,NA,rip curl indonesia (Exact),rip curl indonesia ,Exact,5,-1.0,5,2,1,80,20,100,20,0,0,-1
113,0,[B_061354|geo_01]: Rip Curl indonesia {ID},B_061354|geo_01,B_061354,geo_01,NA,Rip Curl indonesia,Rip Curl indonesia,NA,rip curl indonesia (Broad),rip curl indonesia ,Broad,6,-1.0,2,1,1,50,50,100,0,50,0,-1
114,0,[B_063301]: Touch {ID},B_063301,B_063301,NA,NA,Touch,Touch,NA,Touch (Broad),touch ,Broad,4,-1.0,3,3,2,100,100,100,0,0,0,-1
115,0,[B_063301]: Touch {ID},B_063301,B_063301,NA,NA,Touch,Touch,NA,+Touch (Broad),touch ,Broad,2,-1.0,2,1,2,100,100,100,0,0,0,-1
116,0,[B_063301]: Touch {ID},B_063301,B_063301,NA,NA,Touch,Touch,NA,Touch (Exact),touch ,Exact,1,-1.0,1,1,0,0,0,100,100,0,0,-1
117,0,[B_063210]: Puma {ID} (Test),B_063210,B_063210,NA,NA,Puma (Test),Puma,Test,puma (Phrase),puma ,Phrase,4,-1.0,4,3,1,75,25,100,0,0,0,-1
118,0,[B_063210]: Puma {ID} (Test),B_063210,B_063210,NA,NA,Puma (Test),Puma,Test,puma (Exact),puma ,Exact,2,-1.0,2,1,2,100,100,100,0,0,0,-1
119,0,[B_060980]: Pink {ID},B_060980,B_060980,NA,NA,Pink,Pink,NA,+pink (Broad),pink ,Broad,6,-1.0,5,4,4,100,80,100,0,0,0,-1
120,0,[B_060070|eco_02]: Nike online shop {ID} (Mobile),B_060070|eco_02,B_060070,eco_02,NA,Nike online shop (Mobile),Nike online shop,Mobile,nike store (Phrase),nike store ,Phrase,6,-1.0,3,1,1,100,66.67,100,0,0,0,-1
121,0,[B_060070|eco_02]: Nike online shop {ID} (Mobile),B_060070|eco_02,B_060070,eco_02,NA,Nike online shop (Mobile),Nike online shop,Mobile,+toko +nike (Broad),toko nike ,Broad,5,-1.0,2,2,0,100,0,100,0,0,0,-1
122,0,[B_063372]: Jansport {ID},B_063372,B_063372,NA,NA,Jansport,Jansport,NA,+jansport (Broad),jansport ,Broad,6,-1.0,4,1,1,100,25,100,0,0,0,-1
123,0,[B_063372]: Jansport {ID},B_063372,B_063372,NA,NA,Jansport,Jansport,NA,jansport (Exact),jansport ,Exact,2,-1.0,1,1,0,100,0,100,0,0,0,-1
124,0,[B_060966|att_01]: Lois Jeans collection {ID},B_060966|att_01,B_060966,att_01,NA,Lois Jeans collection,Lois Jeans collection,NA,lois (Broad),lois ,Broad,13,-1.0,5,5,1,80,100,100,0,40,0,-1
125,0,[B_063289]: Jewel Rocks {ID},B_063289,B_063289,NA,NA,Jewel Rocks,Jewel Rocks,NA,Jewel Rocks (Exact),jewel rocks ,Exact,13,-1.0,4,2,0,75,50,100,25,50,0,-1
126,0,[B_063289]: Jewel Rocks {ID},B_063289,B_063289,NA,NA,Jewel Rocks,Jewel Rocks,NA,+Jewel +Rocks (Broad),jewel rocks ,Broad,1,-1.0,1,1,1,100,100,100,0,0,0,-1
127,0,[B_061808]: The Face Shop {ID} (Mobile),B_061808,B_061808,NA,NA,The Face Shop (Mobile),The Face Shop,Mobile,+the +face +shop (Broad),the face shop ,Broad,2,-1.0,2,1,1,100,50,100,0,0,0,-1
